=== NODES ===
Numeric_ID Amazon_Stop_ID Latitude Longitude Demand ServiceTime ReadyTime DueTime
5	80	2.0236	5.33
5	81	2.4683	6.18
5	82	2.5972	6.02
5	83	2.1302	5.44
5	84	2.9774	7.31
5	85	2.3511	4.88
5	86	2.3508	5.74
5	87	2.2410	6.20
5	88	2.8877	6.24
5	89	1.9363	5.00
5	90	2.7935	6.85
5	91	3.0585	6.93
5	92	2.4983	6.25
5	93	2.9329	7.14
5	94	1.9900	5.20
5	95	0.2350	0.66
5	96	2.6628	6.96
5	97	2.5001	6.31
5	98	2.5312	5.49
5	99	1.6682	4.38
5	100	2.2124	5.73
5	101	2.1298	5.76
5	102	0.3959	1.04
5	103	2.8145	5.95
5	104	2.1303	5.73
5	105	0.0656	0.26
5	106	2.4953	5.33
5	107	2.0507	5.46
5	108	2.4833	4.92
5	109	1.4687	3.58
5	110	2.1291	5.43
5	111	2.0303	5.36
5	112	2.1680	4.29
5	113	1.5000	3.78
5	114	1.3149	3.33
5	115	1.7553	4.73
5	116	2.7678	7.02
5	117	1.8871	4.39
5	118	1.3723	3.79
5	119	2.1749	5.94
5	120	1.7954	4.89
5	121	2.9669	7.27
5	122	2.5178	6.38
5	123	0.1437	0.49
5	124	2.9889	7.36
5	125	2.6045	5.08
5	126	2.2609	5.85
5	127	2.0457	5.44
5	128	1.9144	4.49
5	129	2.5916	6.67
5	130	2.8780	6.21
5	131	2.6066	6.05
5	132	1.9722	5.13
6	7	0.8074	2.51
6	8	0.1711	0.69
6	9	1.5590	3.33
6	10	1.8337	3.51
6	11	1.4281	3.07
6	12	4.7396	6.67
6	13	2.4058	6.19
6	14	0.9740	3.17
6	15	4.8129	6.70
6	16	1.8812	4.17
6	17	1.1589	3.23
6	18	3.7341	7.43
6	19	1.5904	3.45
6	20	2.0336	3.78
6	21	0.5303	1.85
6	22	1.8301	3.96
6	23	0.4005	1.33
6	24	2.0733	3.82
6	25	2.2271	4.17
6	26	1.9687	4.14
6	27	0.9926	3.25
6	28	3.2691	6.37
6	29	4.7308	6.60
6	30	1.1511	3.88
6	31	1.9538	4.46
6	32	1.4052	3.97
6	33	1.7381	4.84
6	34	0.5496	1.93
6	35	0.9425	3.05
6	36	1.3723	3.84
6	37	0.4512	1.54
6	38	1.4922	4.32
6	39	1.9034	4.26
6	40	2.0077	5.47
6	41	2.1244	4.41
6	42	0.1900	0.76
6	43	0.4213	1.42
6	44	0.7046	1.66
6	45	1.4105	3.99
6	46	1.6433	4.58
6	47	4.8827	7.00
6	48	1.6694	3.77
6	49	1.6780	3.80
6	50	0.9943	3.26
6	51	0.9222	2.97
6	52	2.0191	3.61
6	53	1.7245	3.22
6	54	3.8501	7.35
6	55	3.2189	6.17
6	56	2.4537	4.67
6	57	4.1539	8.35
6	58	0.9345	3.02
6	59	1.0061	3.30
6	60	2.6480	4.99
6	61	1.0054	3.30
6	62	2.6388	5.50
6	63	1.0469	3.47
6	64	2.3793	4.76
6	65	1.6758	4.71
6	66	1.1713	3.35
6	67	1.9460	3.41
6	68	0.0874	0.35
6	69	4.0133	7.79
6	70	0.8498	2.68
6	71	0.4936	1.71
6	72	1.3151	3.61
6	73	1.6908	4.77
6	74	0.2235	0.89
6	75	4.1792	8.45
6	76	2.1663	4.56
6	77	0.6556	2.35
6	78	1.1606	3.92
6	79	1.4495	4.14
6	80	1.1792	3.38
6	81	0.8222	2.57
6	82	2.0447	3.70
6	83	1.0789	2.98
6	84	0.2094	0.84
6	85	1.6635	3.52
6	86	2.4034	4.82
6	87	1.5369	4.50
6	88	1.5095	3.40
6	89	1.7786	3.76
6	90	0.3569	1.16
6	91	1.6802	4.08
6	92	2.5508	5.33
6	93	1.7127	3.11
6	94	1.2860	3.49
6	95	3.3612	6.50
6	96	1.0168	3.34
6	97	0.8541	2.69
6	98	2.7256	5.03
6	99	1.9760	4.55
6	100	1.1611	3.27
6	101	1.4257	4.05
6	102	3.2346	6.16
6	103	1.4362	3.10
6	104	1.1598	3.28
6	105	3.7083	7.33
6	106	2.6898	4.88
6	107	1.8930	4.21
6	108	2.1440	3.77
6	109	1.5004	4.00
6	110	1.0779	2.97
6	111	1.3262	3.65
6	112	1.6988	3.23
6	113	1.9028	5.18
6	114	2.1201	5.60
6	115	1.8334	3.98
6	116	1.1218	3.41
6	117	2.2248	4.79
6	118	2.5474	6.70
6	119	1.4708	4.23
6	120	2.0279	4.75
6	121	1.9366	3.67
6	122	0.8717	2.77
6	123	3.5655	6.67
6	124	0.2209	0.88
6	125	2.0227	3.61
6	126	1.6689	3.77
6	127	1.8880	4.19
6	128	2.2520	4.90
6	129	0.9455	3.06
6	130	1.4997	3.36
6	131	2.0541	3.73
6	132	1.2681	3.42
7	8	0.9101	2.74
7	9	1.4099	2.89
7	10	1.6845	3.07
7	11	1.3283	2.93
7	12	2.3228	5.53
7	13	1.8955	4.86
7	14	0.1667	0.67
7	15	2.3960	5.55
7	16	1.2256	3.63
7	17	0.6486	1.91
7	18	2.4893	6.24
7	19	1.4412	3.01
7	20	1.9339	3.64
7	21	0.8106	2.61
7	22	1.6809	3.52
7	23	0.6808	2.09
7	24	1.9736	3.68
7	25	2.0779	3.73
7	26	1.8689	4.00
7	27	0.4824	1.93
7	28	2.0243	5.19
7	29	2.3139	5.45
7	30	0.6408	2.56
7	31	1.1530	3.34
7	32	0.8949	2.65
7	33	1.2278	3.52
7	34	0.8299	2.69
7	35	0.1353	0.54
7	36	0.8620	2.52
7	37	0.7314	2.29
7	38	0.9820	3.00
7	39	1.7542	3.82
7	40	1.4975	4.15
7	41	2.0247	4.27
7	42	0.8825	2.63
7	43	0.7016	2.17
7	44	0.5554	1.22
7	45	0.9002	2.67
7	46	1.1330	3.26
7	47	2.3084	5.83
7	48	1.5203	3.33
7	49	1.5289	3.36
7	50	0.1870	0.75
7	51	0.4119	1.65
7	52	1.9193	3.47
7	53	1.6247	3.07
7	54	2.6053	6.17
7	55	1.9742	4.99
7	56	2.3046	4.23
7	57	2.9091	7.17
7	58	0.1273	0.51
7	59	0.4958	1.98
7	60	1.5913	4.25
7	61	0.1981	0.79
7	62	2.4896	5.07
7	63	0.2397	0.96
7	64	1.8692	4.51
7	65	1.1655	3.39
7	66	0.6610	2.03
7	67	1.7969	2.97
7	68	0.8692	2.57
7	69	2.7685	6.60
7	70	0.3395	1.36
7	71	0.7738	2.46
7	72	0.8048	2.29
7	73	1.1806	3.45
7	74	0.8613	2.54
7	75	2.9344	7.27
7	76	2.0666	4.41
7	77	0.9359	3.11
7	78	0.6503	2.60
7	79	0.9392	2.83
7	80	0.6689	2.06
7	81	0.0150	0.06
7	82	1.8955	3.26
7	83	0.5687	1.66
7	84	0.8211	2.38
7	85	1.5638	3.38
7	86	2.2542	4.39
7	87	1.0267	3.18
7	88	0.7729	3.09
7	89	1.6294	3.32
7	90	0.6372	1.91
7	91	1.5805	3.94
7	92	2.4017	4.89
7	93	1.5636	2.67
7	94	0.7757	2.17
7	95	2.1165	5.32
7	96	0.2096	0.84
7	97	0.3438	1.38
7	98	2.5764	4.59
7	99	1.1896	3.48
7	100	0.6508	1.95
7	101	0.9155	2.73
7	102	1.9898	4.97
7	103	0.6997	2.80
7	104	0.6495	1.96
7	105	2.4635	6.14
7	106	2.5406	4.44
7	107	1.7439	3.78
7	108	2.0443	3.63
7	109	0.9901	2.69
7	110	0.5676	1.65
7	111	0.8159	2.33
7	112	1.5991	3.08
7	113	1.3926	3.86
7	114	1.6098	4.28
7	115	1.6843	3.54
7	116	0.4635	1.50
7	117	2.1250	4.65
7	118	2.0372	5.38
7	119	0.9606	2.91
7	120	1.3168	3.99
7	121	1.7875	3.24
7	122	0.3615	1.45
7	123	2.3208	5.48
7	124	0.8326	2.43
7	125	1.9229	3.47
7	126	1.5197	3.33
7	127	1.7388	3.76
7	128	2.1523	4.76
7	129	0.2873	1.15
7	130	1.4000	3.21
7	131	1.9049	3.29
7	132	0.7578	2.10
8	9	1.6611	3.73
8	10	1.9358	3.92
8	11	1.5301	3.48
8	12	4.8417	7.08
8	13	2.5079	6.59
8	14	1.0760	3.58
8	15	4.9150	7.11
8	16	1.9833	4.58
8	17	1.2610	3.64
8	18	3.8362	7.84
8	19	1.6925	3.86
8	20	2.1357	4.19
8	21	0.6324	2.26
8	22	1.9321	4.37
8	23	0.5026	1.74
8	24	2.1754	4.23
8	25	2.3291	4.58
8	26	2.0707	4.55
8	27	1.0947	3.66
8	28	3.3712	6.78
8	29	4.8329	7.01
8	30	1.2531	4.29
8	31	2.0559	4.87
8	32	1.5073	4.38
8	33	1.8402	5.25
8	34	0.6517	2.34
8	35	1.0446	3.46
8	36	1.4744	4.25
8	37	0.5532	1.95
8	38	1.5943	4.72
8	39	2.0055	4.67
8	40	2.1098	5.88
8	41	2.2265	4.82
8	42	0.0885	0.35
8	43	0.5234	1.82
8	44	0.8067	2.07
8	45	1.5125	4.40
8	46	1.7454	4.99
8	47	4.9848	7.41
8	48	1.7715	4.17
8	49	1.7801	4.21
8	50	1.0963	3.66
8	51	1.0243	3.38
8	52	2.1212	4.02
8	53	1.8265	3.62
8	54	3.9521	7.76
8	55	3.3210	6.58
8	56	2.5558	5.08
8	57	4.2559	8.76
8	58	1.0366	3.42
8	59	1.1082	3.71
8	60	2.7501	5.39
8	61	1.1074	3.71
8	62	2.7408	5.91
8	63	1.1490	3.87
8	64	2.4814	5.17
8	65	1.7778	5.11
8	66	1.2733	3.76
8	67	2.0481	3.81
8	68	0.0837	0.34
8	69	4.1154	8.20
8	70	0.9519	3.08
8	71	0.5956	2.12
8	72	1.4172	4.02
8	73	1.7929	5.17
8	74	0.1221	0.49
8	75	4.2813	8.86
8	76	2.2684	4.96
8	77	0.7576	2.76
8	78	1.2627	4.33
8	79	1.5515	4.55
8	80	1.2812	3.79
8	81	0.9243	2.98
8	82	2.1467	4.11
8	83	1.1810	3.39
8	84	0.1746	0.70
8	85	1.7656	3.93
8	86	2.5054	5.23
8	87	1.6390	4.90
8	88	1.6115	3.80
8	89	1.8806	4.17
8	90	0.4590	1.57
8	91	1.7823	4.49
8	92	2.6529	5.74
8	93	1.8148	3.52
8	94	1.3880	3.90
8	95	3.4633	6.91
8	96	1.1189	3.75
8	97	0.9562	3.10
8	98	2.8276	5.44
8	99	2.0781	4.96
8	100	1.2632	3.68
8	101	1.5278	4.46
8	102	3.3366	6.56
8	103	1.5383	3.51
8	104	1.2619	3.69
8	105	3.8103	7.73
8	106	2.7918	5.28
8	107	1.9951	4.62
8	108	2.2461	4.18
8	109	1.6024	4.41
8	110	1.1800	3.38
8	111	1.4283	4.06
8	112	1.8009	3.63
8	113	2.0049	5.58
8	114	2.2221	6.01
8	115	1.9355	4.39
8	116	1.2239	3.81
8	117	2.3269	5.20
8	118	2.6495	7.11
8	119	1.5729	4.64
8	120	2.1299	5.16
8	121	2.0387	4.08
8	122	0.9738	3.17
8	123	3.6676	7.07
8	124	0.1609	0.64
8	125	2.1248	4.02
8	126	1.7710	4.17
8	127	1.9901	4.60
8	128	2.3541	5.31
8	129	1.0476	3.47
8	130	1.6018	3.77
8	131	2.1561	4.14
8	132	1.3702	3.83
9	10	1.3331	3.06
9	11	2.0707	3.75
9	12	2.1293	5.00
9	13	1.7021	4.34
9	14	1.6166	3.85
9	15	2.2025	5.02
9	16	0.5436	1.73
9	17	1.2194	3.29
9	18	2.2958	5.71
9	19	0.1284	0.51
9	20	2.6762	4.46
9	21	1.5530	3.43
9	22	0.4924	1.52
9	23	1.4231	2.91
9	24	2.7159	4.50
9	25	1.7264	3.72
9	26	2.2753	4.67
9	27	1.6352	3.92
9	28	1.8308	4.66
9	29	2.1204	4.92
9	30	1.7936	4.56
9	31	0.6162	2.02
9	32	1.1185	3.27
9	33	0.7725	2.53
9	34	1.5722	3.51
9	35	1.5851	3.73
9	36	1.0856	3.14
9	37	1.4738	3.11
9	38	1.2055	3.62
9	39	0.5657	1.82
9	40	1.3040	3.62
9	41	2.0604	4.85
9	42	1.6248	3.45
9	43	1.4439	2.99
9	44	1.3472	2.34
9	45	1.1238	3.29
9	46	0.9395	2.73
9	47	2.1149	5.31
9	48	0.1107	0.44
9	49	0.1193	0.48
9	50	1.6369	3.93
9	51	1.5648	3.64
9	52	2.6617	4.29
9	53	2.3671	3.89
9	54	2.4118	5.64
9	55	1.7807	4.46
9	56	1.9531	4.22
9	57	2.7156	6.64
9	58	1.5771	3.69
9	59	1.6487	3.98
9	60	1.3978	3.72
9	61	1.6479	3.98
9	62	2.1381	5.06
9	63	1.6895	4.14
9	64	1.6757	3.98
9	65	0.6958	2.34
9	66	1.0762	3.10
9	67	1.4454	2.96
9	68	1.6115	3.39
9	69	2.5750	6.08
9	70	1.4924	3.35
9	71	1.5162	3.28
9	72	1.0284	2.91
9	73	0.9871	2.92
9	74	1.6036	3.36
9	75	2.7409	6.74
9	76	2.0194	4.67
9	77	1.6782	3.93
9	78	1.8032	4.60
9	79	1.1628	3.45
9	80	1.0328	2.93
9	81	1.4648	3.24
9	82	1.5440	3.25
9	83	1.1394	3.04
9	84	1.5635	3.20
9	85	2.3061	4.20
9	86	1.9027	4.38
9	87	1.2502	3.80
9	88	2.1521	4.07
9	89	0.4409	1.32
9	90	1.3795	2.73
9	91	2.3228	4.75
9	92	2.0502	4.88
9	93	1.2121	2.66
9	94	0.9993	2.80
9	95	1.9230	4.79
9	96	1.6594	4.02
9	97	1.4967	3.37
9	98	2.2249	4.58
9	99	0.6384	2.11
9	100	1.2216	3.33
9	101	1.1390	3.35
9	102	1.7963	4.44
9	103	2.0788	3.78
9	104	1.1395	3.33
9	105	2.2700	5.61
9	106	2.1891	4.43
9	107	0.5554	1.77
9	108	2.7866	4.45
9	109	0.7966	2.16
9	110	1.1384	3.03
9	111	1.0395	2.96
9	112	1.8671	3.84
9	113	1.1991	3.33
9	114	1.4163	3.75
9	115	0.4958	1.54
9	116	1.7644	4.08
9	117	1.9511	4.75
9	118	1.8437	4.86
9	119	1.1841	3.54
9	120	0.6902	2.31
9	121	1.4360	3.23
9	122	1.5143	3.44
9	123	2.1273	4.95
9	124	1.5749	3.25
9	125	2.6653	4.29
9	126	0.2069	0.83
9	127	0.5503	1.75
9	128	1.8939	4.52
9	129	1.5881	3.74
9	130	2.1423	4.03
9	131	1.5534	3.28
9	132	0.9814	2.73
10	11	2.3490	4.24
10	12	3.5390	5.53
10	13	2.6111	6.11
10	14	1.8949	4.35
10	15	3.6122	5.56
10	16	1.7056	4.44
10	17	2.0798	4.41
10	18	4.1502	7.07
10	19	1.4147	3.72
10	20	2.9545	4.95
10	21	1.8313	3.92
10	22	1.6544	4.23
10	23	1.7015	3.41
10	24	2.9942	4.99
10	25	0.9661	3.12
10	26	2.8896	5.31
10	27	1.9135	4.42
10	28	2.7399	6.43
10	29	3.5301	5.46
10	30	2.0720	5.06
10	31	1.7782	4.73
10	32	2.3261	5.14
10	33	1.9345	5.24
10	34	1.8505	4.00
10	35	1.8634	4.22
10	36	2.2932	5.01
10	37	1.7521	3.61
10	38	2.4131	5.49
10	39	1.7277	4.53
10	40	2.2130	5.40
10	41	3.0453	5.58
10	42	1.9031	3.94
10	43	1.7223	3.49
10	44	1.6255	2.83
10	45	2.3314	5.16
10	46	2.1015	5.44
10	47	3.6821	5.86
10	48	1.4938	4.04
10	49	1.5024	4.07
10	50	1.9152	4.43
10	51	1.8431	4.14
10	52	2.9400	4.78
10	53	2.6454	4.39
10	54	4.2661	6.99
10	55	2.6897	6.23
10	56	1.1927	3.61
10	57	4.5699	7.99
10	58	1.8554	4.19
10	59	1.9270	4.47
10	60	2.3069	5.50
10	61	1.9263	4.47
10	62	1.3778	4.45
10	63	1.9678	4.64
10	64	2.5848	5.75
10	65	1.8578	5.04
10	66	2.0922	4.53
10	67	0.6851	2.35
10	68	1.8898	3.89
10	69	4.4294	7.43
10	70	1.7707	3.85
10	71	1.7945	3.78
10	72	2.2360	4.78
10	73	2.1491	5.63
10	74	1.8819	3.86
10	75	4.5953	8.09
10	76	3.0872	5.73
10	77	1.9565	4.42
10	78	2.0815	5.09
10	79	2.3704	5.32
10	80	2.1001	4.56
10	81	1.7431	3.74
10	82	0.7837	2.65
10	83	1.9999	4.16
10	84	1.8418	3.70
10	85	2.5844	4.70
10	86	1.1424	3.77
10	87	2.4579	5.67
10	88	2.4304	4.57
10	89	1.6029	4.03
10	90	1.6579	3.23
10	91	2.6011	5.25
10	92	1.2898	4.28
10	93	0.2078	0.75
10	94	2.2069	4.67
10	95	3.8769	6.20
10	96	1.9377	4.52
10	97	1.7750	3.87
10	98	1.4646	3.97
10	99	1.8004	4.81
10	100	2.0820	4.44
10	101	2.3467	5.22
10	102	2.7053	6.22
10	103	2.3572	4.28
10	104	2.0807	4.45
10	105	4.1244	6.97
10	106	1.4288	3.82
10	107	1.7174	4.48
10	108	3.0649	4.95
10	109	1.9586	4.87
10	110	1.9988	4.14
10	111	2.2471	4.83
10	112	2.6198	4.40
10	113	2.1081	5.11
10	114	2.3254	5.53
10	115	1.6578	4.25
10	116	2.0427	4.58
10	117	3.1457	5.96
10	118	2.7527	6.63
10	119	2.3918	5.41
10	120	1.8522	5.02
10	121	0.3957	1.50
10	122	1.7926	3.94
10	123	3.9816	6.31
10	124	1.8532	3.74
10	125	2.9436	4.79
10	126	1.4932	4.03
10	127	1.7123	4.46
10	128	3.1729	6.07
10	129	1.8665	4.23
10	130	2.4207	4.53
10	131	0.7931	2.67
10	132	2.1890	4.59
11	12	2.5071	5.11
11	13	2.0189	4.63
11	14	1.4530	3.34
11	15	2.5803	5.14
11	16	2.3602	4.33
11	17	1.6379	3.40
11	18	2.6736	5.83
11	19	2.0694	3.62
11	20	0.9731	2.18
11	21	1.4388	3.21
11	22	2.3090	4.13
11	23	1.3090	2.69
11	24	1.0128	2.22
11	25	2.7061	4.33
11	26	0.9082	2.54
11	27	0.8088	3.23
11	28	2.2086	4.77
11	29	2.4982	5.04
11	30	0.6174	2.47
11	31	2.0958	4.59
11	32	1.8842	4.14
11	33	2.1707	4.78
11	34	1.4580	3.29
11	35	1.4215	3.22
11	36	1.8513	4.00
11	37	1.3596	2.90
11	38	1.9712	4.48
11	39	2.3824	4.42
11	40	1.6477	3.88
11	41	1.0639	2.81
11	42	1.5106	3.23
11	43	1.3298	2.78
11	44	1.1836	1.83
11	45	1.8894	4.16
11	46	2.0758	4.51
11	47	2.4926	5.42
11	48	2.1484	3.94
11	49	2.1570	3.97
11	50	1.4733	3.42
11	51	0.6881	2.75
11	52	0.9586	2.01
11	53	0.6640	1.62
11	54	2.7896	5.75
11	55	2.1584	4.57
11	56	2.9327	4.83
11	57	3.0934	6.75
11	58	1.4135	3.18
11	59	0.5410	2.16
11	60	1.5875	3.38
11	61	1.4843	3.47
11	62	3.1178	5.67
11	63	1.5259	3.63
11	64	1.3188	3.16
11	65	2.1083	4.64
11	66	1.6503	3.52
11	67	2.4250	3.57
11	68	1.4973	3.18
11	69	2.9528	6.19
11	70	1.3288	2.84
11	71	1.4020	3.07
11	72	1.7941	3.77
11	73	2.1234	4.70
11	74	1.4894	3.15
11	75	3.1187	6.85
11	76	1.1058	2.96
11	77	1.5640	3.72
11	78	0.5840	2.34
11	79	1.9285	4.31
11	80	1.6582	3.55
11	81	1.3012	2.73
11	82	2.5237	3.87
11	83	1.5579	3.15
11	84	1.4493	2.99
11	85	0.6030	1.93
11	86	2.8824	4.99
11	87	2.0159	4.66
11	88	0.4490	1.80
11	89	2.2576	3.92
11	90	1.2654	2.52
11	91	0.2523	1.01
11	92	3.0298	5.50
11	93	2.1917	3.28
11	94	1.7649	3.66
11	95	2.3007	4.90
11	96	1.4958	3.51
11	97	1.3331	2.86
11	98	3.2046	5.19
11	99	2.4550	4.71
11	100	1.6401	3.44
11	101	1.9047	4.22
11	102	2.1741	4.56
11	103	0.3757	1.50
11	104	1.6388	3.45
11	105	2.6478	5.72
11	106	3.1687	5.04
11	107	2.3720	4.38
11	108	1.0835	2.18
11	109	1.9329	3.94
11	110	1.5569	3.14
11	111	1.8052	3.82
11	112	0.6384	1.63
11	113	1.9102	3.87
11	114	2.1275	4.29
11	115	2.3124	4.14
11	116	1.6008	3.57
11	117	1.1643	3.19
11	118	2.1605	5.15
11	119	1.9498	4.40
11	120	2.5068	4.92
11	121	2.4156	3.84
11	122	0.6756	2.70
11	123	2.5051	5.07
11	124	1.4607	3.03
11	125	0.9622	2.02
11	126	2.1479	3.93
11	127	2.3670	4.36
11	128	1.1915	3.30
11	129	1.4245	3.23
11	130	0.0718	0.29
11	131	2.5331	3.90
11	132	1.7471	3.59
12	13	1.1215	2.80
12	14	2.5108	6.32
12	15	0.2262	0.33
12	16	1.5950	4.06
12	17	2.1010	5.22
12	18	0.7642	1.85
12	19	2.0733	5.07
12	20	2.5981	4.90
12	21	2.8578	7.08
12	22	1.8786	4.74
12	23	2.7280	6.56
12	24	2.5483	4.82
12	25	2.4582	5.51
12	26	1.8280	3.88
12	27	2.5295	6.40
12	28	0.6694	1.58
12	29	0.1441	0.23
12	30	2.9469	6.45
12	31	1.5224	3.77
12	32	2.0001	5.21
12	33	1.5973	3.96
12	34	2.8770	7.15
12	35	2.4794	6.20
12	36	1.9672	5.08
12	37	2.7786	6.76
12	38	2.0871	5.56
12	39	1.7392	4.64
12	40	1.4957	3.61
12	41	1.5625	3.27
12	42	2.9296	7.09
12	43	2.7488	6.64
12	44	2.6026	5.69
12	45	2.0054	5.23
12	46	1.5025	3.69
12	47	0.1432	0.33
12	48	2.1523	5.39
12	49	2.1609	5.42
12	50	2.5311	6.40
12	51	2.4591	6.12
12	52	2.4990	4.62
12	53	2.7065	4.84
12	54	0.8801	1.77
12	55	0.5657	1.34
12	56	2.2013	4.86
12	57	1.1839	2.77
12	58	2.4714	6.17
12	59	2.8706	6.15
12	60	0.8999	2.14
12	61	2.5422	6.45
12	62	2.4770	5.96
12	63	2.5838	6.61
12	64	1.7776	3.94
12	65	1.5349	3.82
12	66	1.9578	5.04
12	67	2.4860	5.55
12	68	2.9163	7.04
12	69	1.0434	2.21
12	70	2.3867	5.83
12	71	2.8210	6.93
12	72	1.9100	4.85
12	73	1.5500	3.88
12	74	2.9084	7.01
12	75	1.2092	2.87
12	76	1.7195	3.69
12	77	2.9830	7.58
12	78	2.9136	6.32
12	79	2.0444	5.39
12	80	1.9144	4.87
12	81	2.3591	5.72
12	82	2.4880	5.55
12	83	2.0210	4.97
12	84	2.8683	6.85
12	85	2.2420	4.41
12	86	2.2416	5.28
12	87	2.1318	5.74
12	88	2.7785	5.78
12	89	1.8271	4.53
12	90	2.6844	6.38
12	91	2.9493	6.46
12	92	2.3891	5.78
12	93	2.8237	6.67
12	94	1.8809	4.73
12	95	0.4908	0.98
12	96	2.5537	6.50
12	97	2.3910	5.84
12	98	2.4220	5.02
12	99	1.5591	3.92
12	100	2.1032	5.26
12	101	2.0206	5.29
12	102	0.4871	1.07
12	103	2.7053	5.49
12	104	2.0211	5.27
12	105	0.7383	1.74
12	106	2.3862	4.87
12	107	1.9416	4.99
12	108	2.3741	4.45
12	109	1.3595	3.12
12	110	2.0200	4.96
12	111	1.9211	4.89
12	112	2.0588	3.83
12	113	1.3908	3.31
12	114	1.2057	2.87
12	115	1.6462	4.27
12	116	2.6587	6.56
12	117	1.7780	3.92
12	118	1.2631	3.32
12	119	2.0657	5.47
12	120	1.6863	4.43
12	121	2.8577	6.81
12	122	2.4086	5.91
12	123	0.5956	1.08
12	124	2.8797	6.89
12	125	2.4953	4.61
12	126	2.1518	5.38
12	127	1.9365	4.97
12	128	1.8052	4.03
12	129	2.4824	6.21
12	130	2.7688	5.74
12	131	2.4974	5.58
12	132	1.8630	4.66
13	14	2.0420	5.36
13	15	1.2358	2.48
13	16	1.1262	3.10
13	17	1.6322	4.26
13	18	1.3291	3.17
13	19	1.6044	4.11
13	20	2.1293	3.94
13	21	2.3890	6.11
13	22	1.4098	3.77
13	23	2.2591	5.59
13	24	2.0795	3.86
13	25	1.7352	4.46
13	26	1.3592	2.92
13	27	2.0607	5.43
13	28	0.8640	2.11
13	29	1.1537	2.38
13	30	2.4781	5.49
13	31	1.0536	2.81
13	32	1.5313	4.25
13	33	1.1285	2.99
13	34	2.4082	6.19
13	35	2.0106	5.23
13	36	1.4984	4.11
13	37	2.3098	5.79
13	38	1.6183	4.59
13	39	1.2704	3.67
13	40	1.0269	2.64
13	41	1.0937	2.30
13	42	2.4608	6.13
13	43	2.2799	5.67
13	44	2.1338	4.72
13	45	1.5366	4.26
13	46	1.0337	2.73
13	47	1.1481	2.76
13	48	1.6835	4.42
13	49	1.6921	4.46
13	50	2.0623	5.44
13	51	1.9903	5.15
13	52	2.0302	3.65
13	53	2.2377	3.88
13	54	1.4450	3.09
13	55	0.8139	1.91
13	56	1.4784	3.82
13	57	1.7488	4.09
13	58	2.0026	5.20
13	59	2.4018	5.18
13	60	0.4311	1.17
13	61	2.0734	5.48
13	62	1.7541	4.91
13	63	2.1150	5.65
13	64	1.3088	2.98
13	65	1.0661	2.86
13	66	1.4890	4.08
13	67	1.7630	4.50
13	68	2.4475	6.08
13	69	1.6083	3.53
13	70	1.9179	4.86
13	71	2.3522	5.96
13	72	1.4412	3.88
13	73	1.0812	2.92
13	74	2.4396	6.04
13	75	1.7741	4.19
13	76	1.2507	2.72
13	77	2.5142	6.61
13	78	2.4448	5.35
13	79	1.5756	4.42
13	80	1.4456	3.90
13	81	1.8903	4.75
13	82	1.7651	4.51
13	83	1.5522	4.01
13	84	2.3995	5.89
13	85	1.7732	3.45
13	86	1.5187	4.23
13	87	1.6630	4.77
13	88	2.3097	4.81
13	89	1.3583	3.57
13	90	2.2155	5.42
13	91	2.4805	5.50
13	92	1.6661	4.74
13	93	2.1008	5.63
13	94	1.4121	3.77
13	95	0.9562	2.24
13	96	2.0849	5.53
13	97	1.9222	4.88
13	98	1.6990	3.98
13	99	1.0903	2.95
13	100	1.6344	4.30
13	101	1.5518	4.33
13	102	0.8295	1.90
13	103	2.2365	4.52
13	104	1.5523	4.30
13	105	1.3032	3.06
13	106	1.6632	3.83
13	107	1.4728	4.02
13	108	1.9053	3.49
13	109	0.8907	2.16
13	110	1.5512	4.00
13	111	1.4523	3.93
13	112	1.5900	2.86
13	113	0.9220	2.35
13	114	0.4700	1.32
13	115	1.1774	3.30
13	116	2.1899	5.59
13	117	1.3092	2.95
13	118	0.1393	0.56
13	119	1.5969	4.51
13	120	1.2175	3.46
13	121	2.1348	5.76
13	122	1.9398	4.95
13	123	1.1605	2.41
13	124	2.4109	5.93
13	125	2.0265	3.65
13	126	1.6830	4.42
13	127	1.4677	4.00
13	128	1.3364	3.06
13	129	2.0136	5.24
13	130	2.3000	4.78
13	131	1.7745	4.54
13	132	1.3942	3.70
14	15	2.5626	6.22
14	16	1.3922	4.29
14	17	0.8152	2.58
14	18	2.6559	6.91
14	19	1.6078	3.68
14	20	2.1005	4.30
14	21	0.9772	3.27
14	22	1.8475	4.19
14	23	0.8474	2.76
14	24	2.1402	4.34
14	25	2.2445	4.39
14	26	2.0355	4.67
14	27	0.6489	2.59
14	28	2.1909	5.85
14	29	2.4805	6.12
14	30	0.8074	3.23
14	31	1.3196	4.00
14	32	1.0615	3.31
14	33	1.3944	4.19
14	34	0.9965	3.35
14	35	0.0712	0.29
14	36	1.0286	3.19
14	37	0.8980	2.96
14	38	1.1486	3.66
14	39	1.9208	4.48
14	40	1.6641	4.82
14	41	2.1913	4.94
14	42	1.0491	3.29
14	43	0.8682	2.84
14	44	0.7220	1.89
14	45	1.0668	3.34
14	46	1.2996	3.92
14	47	2.4750	6.50
14	48	1.6869	3.99
14	49	1.6955	4.03
14	50	0.1229	0.49
14	51	0.5785	2.31
14	52	2.0859	4.13
14	53	1.7913	3.74
